iin,card_brand,card_sub_brand,card_type,card_category,country_code,bank_name,bank_url,bank_phone,bank_city
486796,VISA,"","","",US,CHASE,"",8009359935,""
527515,MASTERCARD,"","","",US,BANK OF AMERICA,"",8002884408,""
459914,VISA,"","","",MY,UNITED OVERSEAS BANK (MALAYSIA) BHD,"",60326128121,""
522078,MASTERCARD,"","","",NL,ABN AMRO,"",0206600123,""
420767,VISA,"","","",US,CHASE,"",8009359935,""
414718,VISA,"","","",US,WELLS FARGO,"",8662296633,""
402944,VISA,"","","",US,TD BANKNORTH,"",8887519000,""
426428,VISA,"","","",US,BANK OF AMERICA,"",8004212110,""
540324,MASTERCARD,"","","",US,BANK OF THE WEST,"",8004882265,""
468018,VISA,"","","",US,ZIONS,"",8007892265,""
526218,MASTERCARD,"","","",US,"CITIBANK SOUTH DAKOTA, N.A.","",8009450258,""
446063,VISA,"","","",US,AMEGY,"",8002870301,""
430572,VISA,"","","",US,CAPITAL ONE BANK,"",8009033637,""
527515,MASTERCARD,"","","",US,BANK OF AMERICA,"",8002884408,""
434258,VISA,"","","",US,WELLSFARGO,"",8008693557,""
461657,VISA,"","","",US,CITI,"",8009505114,""
545537,MASTERCARD,"","","",US,GENISYS CREDIT UNION,"",2483229800,""
416085,VISA,"","","",US,RABOBANK,"",4084213038,""
481959,VISA,"","","",US,FIRST FINANCIAL FEDERAL CREDIT UNION,"",800-903-3328,""
449163,VISA,"","","",US,TD BANKNORTH,"",8887519000,""
455646,VISA,"","","",ES,BARCLAYS BANK S.A.E.,"",34914689171,""
418802,VISA,"","","",US,OHIO SAVINGS,"",8886964444,""
482854,VISA,"","","",US,WELLS FARGO,"",8008693557,""
552426,MASTERCARD,"","","",US,BANK OF AMERICA,"",8002506628,""
453511,VISA,"","","",CA,SCOTIABANK,"",8003876556,""
376446,AMEX,"","","",BR,BRADESCO,"",22756762724633773472,""
466188,VISA,"","","",US,BB&T,"",8002265228,""
434256,VISA,"","","",US,WELLS FARGO,"",8008693557,""
528683,MASTERCARD,"","","",GB,HALIFAX,"",08457283848,""
544927,MASTERCARD,"","","",US,KEYBANK NATIONAL ASSOCIATION,"",8005392968,""
525629,MASTERCARD,"","","",MY,AEON CREDIT SERVICE,"",60327199999,""
412800,VISA,"","","",US,CITI,"",8009505114,""
514882,MASTERCARD,"","","",MY,RHBBANK,"",60392061111,""
541187,MASTERCARD,"","","",BR,ITAU,"",08496158406,""
517805,MASTERCARD,"","","",US,CAPITAL ONE BANK,"",8009033637,""
526624,MASTERCARD,"","","",AT,PAYLIFE BANK GMBH,"",43 1 717 01 0,""
414720,VISA,"","","",US,CHASE,"",8005243880,""
547146,MASTERCARD,"","","",MX,SANTANDER SERFIN,"",8003077309,""
479213,VISA,"","","",US,TD BANKNORTH,"",8887519000,""
469390,VISA,"","","",MY,TUNE MONEY,"",60377180000,""
486236,VISA,"","","",US,CAPITAL ONE BANK,"",8009033637,""
548339,MASTERCARD,"","","",DE,COMMERZBANK,"",01805638888,""
475127,VISA,"","","",GB,NATWEST,"",08457888444,""
449613,VISA,"","","",US,UNIVERSITY CREDIT UNION,"",2078898500,""
551309,MASTERCARD,"","","",US,WRIGHT-PATT CREDIT UNION,"",8007620047,""
534926,MASTERCARD,"","","",,,"",,""
542634,MASTERCARD,"","","",MY,PUBLIC,"",60321639400,""
404280,VISA,"","","",CO,BBVA,"",8003969665,""
542418,MASTERCARD,"","","",US,CITI,"",8009505114,""
473137,VISA,"","","",US,WASHINGTON TRUST BANK,"",8007884578,""
414734,VISA,"","","",US,BANK OF AMERICA,"",8005527302,""
372715,AMEX,"","","",US,AMERICAN EXPRESS,"",8004923344,""
486236,VISA,"","","",US,CAPITAL ONE BANK,"",8009033637,""
434256,VISA,"","","",US,WELLS FARGO,"",8008693557,""
401378,VISA,"","","",US,CONNEX CREDIT UNION,"",8002786466,""
456004,VISA,"","","",AU,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,"",61396837043,""
421003,VISA,"","","",MX,BANBAJIO,"",6644092058,""
530706,MASTERCARD,"","","",US,METABANK,"",8009034698,""
552475,MASTERCARD,"","","",US,CHASE,"",8004327115,""
601100,DISCOVER,"","","",US,DISCOVER,"",8003472683,""
552115,MASTERCARD,"","","",MY,CIMB,"",60362047722,""
406655,VISA,"","","",BR,BRADESCO,"",8003969665,""
411773,VISA,"","","",US,BANK OF AMERICA,"",8004321000,""
410894,VISA,"","","",US,BB&T,"",8002265228,""
431307,VISA,"","","",US,BANK OF AMERICA,"",8002056247,""
412174,VISA,"","","",US,CAPITAL ONE BANK,"",8009557070,""
454496,VISA,"","","",PT,MILLENNIUM BCP,"",707502424,""
526624,MASTERCARD,"","","",AT,PAYLIFE BANK GMBH,"",43 1 717 01 0,""
557910,MASTERCARD,"","","",MX,SANTANDER,"",018005010000,""
474472,VISA,"","","",US,"BANK OF AMERICA, NATIONAL ASSOCIATION","",8004321000,""
551519,MASTERCARD,"","","",US,CENTINEL,"",8887586700,""
438857,VISA,"","","",US,CHASE,"",8005377783,""
557756,MASTERCARD,"","","",MY,CIMB,"",0060362047788,""
549138,MASTERCARD,"","","",MX,BANAMEX,"",8002262639,""
530056,MASTERCARD,"","","",MX,BANAMEX,"","",""
463576,VISA,"","","",US,"BANK OF AMERICA, NATIONAL ASSOCIATION","",8882874637,""
461021,VISA,"","","",US,BRIGHT STAR CREDIT UNION,"",8002999842,""
540168,MASTERCARD,"","","",US,CHASE,"",8005243880,""
411773,VISA,"","","",US,BANK OF AMERICA,"",8004321000,""
552040,MASTERCARD,"","","",MY,STANDARD CHARTERED BANK MALAYSIA,"",60377118888,""
473703,VISA,"","","",US,WELLS FARGO,"",8008693557,""
551697,MASTERCARD,"","","",US,FIRST CONVENIENCE,"",8006779801,""
510805,MASTERCARD,"","","",US,CAPITAL ONE,"",8886448314,""
468805,VISA,"","","",IN,AXIS,"",8002335577,""
435545,VISA,"","","",US,REGIONS,"",8002958472,""
498752,VISA,"","","",,,"",,""
432374,VISA,"","","",US,"WELLS FARGO BANK IOWA, NATIONAL ASSOCIATION","",8008693557,""
510946,MASTERCARD,"","","",US,FSGBANK,"",7062261500,""
425816,VISA,"","","",US,M%26T,"",7166261900,""
480398,VISA,"","","",US,VENTURA COUNTY FEDERAL CREDIT UNION,"",8054774000,""
442794,VISA,"","","",US,CITIZENS,"",8009229999,""
545958,MASTERCARD,"","","",US,BMO HARRIS,"",8883402265,""
484810,VISA,"","","",MY,PUBLIC,"",0321768000,""
514138,MASTERCARD,"","","",US,POPULAR COMMUNITY,"",8003770800,""
531254,MASTERCARD,"","","",US,BANKOFAMERICA,"",8004321000,""
530785,MASTERCARD,"","","",CA,SEARS FINANCIAL,"",8002671660,""
371700,AMEX,"","","",US,AMERICAN EXPRESS,"",8005253355,""
522078,MASTERCARD,"","","",NL,ABN AMRO,"",0206600123,""
557558,MASTERCARD,"","","",US,CHASE,"",8009359935,""
431947,VISA,"","","",IE,"","",012695022,""
442742,VISA,"","","",US,CHASE,"",8002427338,""
521729,MASTERCARD,"","","",AU,COMMONWEALTH,"",61132221,""
543771,MASTERCARD,"","","",TR,IS BANKASI,"",4440202,""
510774,MASTERCARD,"","","",US,HIGHER ONE,"",8776632684,""
557621,MASTERCARD,"","","",US,SUNTRUST,"",8007868787,""
455358,VISA,"","","",MY,PUBLIC BANK BERHAD,"",69,""
404389,VISA,"","","",,,"",,""
526471,MASTERCARD,"","","",SG,POSB,"",6563396666,""
480990,VISA,"","","",US,CHARLES SCHWAB,"",8884039000,""
378201,AMEX,"","","",US,AMERICAN EXPRESS,"",8004928468,""
530056,MASTERCARD,"","","",MX,BANAMEX,"","",""
492557,VISA,"","","",NO,DNBNOR,"",4791504800,""
545952,MASTERCARD,"","","",,,"",,""
457066,VISA,"","","",MY,RHB BANK BERHAD,"",1300888080,""
517545,MASTERCARD,"","","",US,HUNTINGTON,"",8004802265,""
447452,VISA,"","","",US,UNION,"",4023231777,""
410894,VISA,"","","",US,BB&T,"",8002265228,""
435157,VISA,"","","",US,UNITED SOUTHEAST FEDERAL CREDIT UNION,"",8882021212,""
426452,VISA,"","","",US,BANK OF AMERICA,"",8774652733,""
412800,VISA,"","","",US,CITI,"",8009505114,""
548826,MASTERCARD,"","","",BR,CAIXA ECONOMICA FEDERAL,"",551132384455,""
467010,VISA,"","","",US,NATIONSBANK OF DELAWARE N.A.,"",8669025860,""
431307,VISA,"","","",US,BANK OF AMERICA,"",8002056247,""
479193,VISA,"","","",US,DNB FIRST,"",8005234175,""
441811,VISA,"","","",US,FIRST NATIONAL BANK OF OMAHA,"",8885303626,""
429320,VISA,"","","",MY,HONG LEONG BANK BERHAD,"",60376268899,""
415977,VISA,"","","",US,BB&T,"",8002265228,""
554900,MASTERCARD,"","","",MX,SANTANDER,"",51694300,""
544199,MASTERCARD,"","","",BR,ITAU,"",1140014828,""
529585,MASTERCARD,"","","",BE,"","",3232866600,""
541726,MASTERCARD,"","","",MY,CIMB,"",603 6204 7878,""
459914,VISA,"","","",MY,UNITED OVERSEAS BANK (MALAYSIA) BHD,"",60326128121,""
446542,VISA,"","","",US,"WELLS FARGO BANK NEVADA, N.A.","",8006424720,""
546632,MASTERCARD,"","","",US,BANK OF AMERICA,"",8002506628,""
421316,VISA,"","","",MX,HSBC,"",018007124825,""
479395,VISA,"","","",BR,CAIXA,"",55554799582893,""
422053,VISA,"","","",BR,BRADESCO,"",551168457820,""
422053,VISA,"","","",BR,BRADESCO,"",551168457820,""
549782,MASTERCARD,"","","",MY,RHBBANK,"",60126899748,""
552475,MASTERCARD,"","","",US,CHASE,"",8004327115,""
375001,AMEX,"","","",DE,AMERICAN EXPRESS,"",496997971000,""
473702,VISA,"","","",US,WELLS FARGO,"",8008693557,""
443264,VISA,"","","",US,USBANK,"",8008722657,""
474165,VISA,"","","",US,WELLS FARGO,"",8002255935,""
455358,VISA,"","","",MY,PUBLIC BANK BERHAD,"",69,""
542418,MASTERCARD,"","","",US,CITI,"",8009505114,""
400022,VISA,"","","",US,NAVY FEDERAL CREDIT UNION,"",8888426328,""
494133,VISA,"","","",MX,SANTANDER,"",8003969665,""
438595,VISA,"","","",MY,CITIBANK BERHAD,"",60323833623,""
416838,VISA,"","","",US,FIRST NATIONAL BANK,"",9704959450,""
552302,MASTERCARD,"","","",MY,STANDARD CHARTERED,"","",""
407221,VISA,"","","",US,WELLS FARGO,"",8006424720,""
431307,VISA,"","","",US,BANK OF AMERICA,"",8002056247,""
414709,VISA,"","","",US,CAPITAL ONE BANK,"",800-955-7070,""
456469,VISA,"","","",AU,ANZ,"",61396837043,""
518127,MASTERCARD,"","","",CA,PRESIDENTS CHOICE,"",8662467262,""
546540,MASTERCARD,"","","",US,SUNTRUST,"",8007868787,""
471640,VISA,"","","",US,U.S. BANK N.A. ND,"",8889946722,""
487452,VISA,"","","",US,TEXAS FIRST BANK,"",800-215-6280,""
535318,MASTERCARD,"","","",AU,COMMONWEALTH BANK OF AUSTRALIA,"",61132221,""
450949,VISA,"","","",AU,ANZ,"",61396837043,""
543623,MASTERCARD,"","","",MY,UNITED OVERSEAS BANK (MALAYSIA) BERHAD,"",60326123333,""
476516,VISA,"","","",US,REDSTONE FEDERAL CREDIT UNION,"",800-234-1234,""
481582,VISA,"","","",US,BANK OF AMERICA,"",8004321000,""
465858,VISA,"","","",GB,BARCLAYS,"",08457555555,""
434256,VISA,"","","",US,WELLS FARGO,"",8008693557,""
455511,VISA,"","","",MX,BBVA BANCOMER,"",018002262663,""
478829,VISA,"","","",US,CAPITAL ONE,"",8006222580,""
400544,VISA,"","","",US,PAYCARD,"",8662129650,""
513272,MASTERCARD,"","","",FR,CREDIT MUTUEL,"",0142996519,""
542418,MASTERCARD,"","","",US,CITI,"",8009505114,""
540912,MASTERCARD,"","","",ID,BANK CENTRAL ASIA,"",500888,""
448585,VISA,"","","",US,BANK OF AMERICA,"","",""
420767,VISA,"","","",US,CHASE,"",8009359935,""
408245,VISA,"","","",MX,BANAMEX,"",8002262639,""
522222,MASTERCARD,"","","",MY,"","",60326128080,""
443044,VISA,"","","",US,PNCBANK,"",8887622265,""
466189,VISA,"","","",US,BB&T,"",8002265228,""
426684,VISA,"","","",US,CHASE,"",8005243880,""
426429,VISA,"","","",US,BANK OF AMERICA,"",8004212110,""
488893,VISA,"","","",US,BANK OF AMERICA,"",8004212110,""
377292,AMEX,"","","",US,AMERICAN EXPRESS,"",8882461076,""
511165,MASTERCARD,"","","",US,H&R BLOCK,"",8663531266,""
473157,VISA,"","","",US,NATIONAL BANK OF ARIZONA,"",8004978168,""
371525,AMEX,"","","",US,AMERICAN EXPRESS,"",8882583741,""
540534,MASTERCARD,"","","",CA,JPMORGANCHASE,"",8008813166,""
424327,VISA,"","","",NO,SKANDIABANKEN,"",4755260000,""
413574,VISA,"","","",US,BANK OF AMERICA,"",8882874637,""
498423,VISA,"","","",BR,BANCO DO BRASIL S.A.,"",551128457820,""
373137,AMEX,"","","",US,AMERICAN EXPRESS,"",8005284800,""
433006,VISA,"","","",US,ASSOCIATED & FEDERAL EMPLOYEES CREDIT UNION,"",8883390228,""
451407,VISA,"","","",CA,ROYAL BANK OF CANADA,"",8007692512,""
489407,VISA,"","","",,,"",,""
441840,VISA,"","","",US,FIRST NATIONAL BANK OF OMAHA,"",8885303626,""
421763,VISA,"","","",US,BANK OF AMERICA N.T. & S.A.,"",8006228731,""
551209,MASTERCARD,"","","",US,COMMUNITY,"",8662273305,""
601100,DISCOVER,"","","",US,DISCOVER,"",8003472683,""
516361,MASTERCARD,"","","",AU,WESTPAC,"",1300651089,""
487090,VISA,"","","",US,COMMUNITY,"",01499544986213,""
400344,VISA,"","","",US,CAPITAL ONE,"",8009557070,""
474475,VISA,"","","",US,"BANK OF AMERICA, NATIONAL ASSOCIATION","",8004321000,""
422400,VISA,"","","",US,COMMONWEALTH CENTRAL CREDIT UNION,"",4085313100,""
474475,VISA,"","","",US,"BANK OF AMERICA, NATIONAL ASSOCIATION","",8004321000,""
439225,VISA,"","","",CN,CHINA MERCHANTS BANK,"",4008205555,""
442644,VISA,"","","",US,WELLS FARGO BANK (ARIZONA) N.A.,"",8008693557,""
415275,VISA,"","","",BR,PORTO SEGURO,"",551133663126,""
483316,VISA,"","","",US,CHASE,"",8009359935,""
456450,VISA,"","","",AU,BANK SA,"",131376,""
546700,MASTERCARD,"","","",US,"FIFTH THIRD BANK, THE","",8009723030,""
483316,VISA,"","","",US,CHASE,"",8009359935,""
517862,MASTERCARD,"","","",US,FIRST,"",8662562273,""
528074,MASTERCARD,"","","",,,"",,""
434256,VISA,"","","",US,WELLS FARGO,"",8008693557,""
473702,VISA,"","","",US,WELLS FARGO,"",8008693557,""
469390,VISA,"","","",MY,TUNE MONEY,"",60377180000,""
461046,VISA,"","","",US,CHASE,"",8009359935,""
510774,MASTERCARD,"","","",US,HIGHER ONE,"",8776632684,""
400970,VISA,"","","",BR,CAIXA ECONOMICA FEDERAL,"",280192921086300,""
413575,VISA,"","","",US,BANK OF AMERICA,"",8882874637,""
522174,MASTERCARD,"","","",MX,HSBC,"",9087736437,""
540219,MASTERCARD,"","","",US,GTE FINANCIAL,"",8889187793,""
510560,MASTERCARD,"","","",US,LANSING AUTOMAKERS FEDERAL CREDIT UNION,"",800-754-4128,""
522242,MASTERCARD,"","","",MY,BANK RAKYAT,"",60326936880,""
454818,VISA,"","","",AT,BANK AUSTRIA,"",43171111380,""
521692,MASTERCARD,"","","",US,GOETZ CREDIT UNION,"",1,""
447307,VISA,"","","",US,SELCO COMMUNITY CREDIT UNION,"",5416868000,""
448261,VISA,"","","",US,SCBT,"",8888472265,""
457198,VISA,"","","",DK,SPAR NORD,"",224544892929,""
422061,VISA,"","","",BR,SANTANDER BANESPA,"",08007023535,""
546634,MASTERCARD,"","","",US,BANK OF AMERICA,"",8002506628,""
464018,VISA,"","","",US,CHASE,"",8882474080,""
486123,VISA,"","","",US,MOUNTAIN CREDIT UNION,"",8284522216,""
434499,VISA,"","","",DE,LANDESBANK BERLIN GIROZENTRALE,"",03024552457,""
510774,MASTERCARD,"","","",US,HIGHER ONE,"",8776632684,""
426684,VISA,"","","",US,CHASE,"",8005243880,""
401105,VISA,"","","",US,PENTAGON FEDERAL CREDIT UNION,"",8002475626,""
414720,VISA,"","","",US,CHASE,"",8005243880,""
525664,MASTERCARD,"","","",BR,ITAU,"",551121554828,""
514441,MASTERCARD,"","","",US,NAVY ARMY FEDERAL CREDIT UNION,"",3619864500,""
432626,VISA,"","","",US,BANK OF AMERICA,"",8004321000,""
557910,MASTERCARD,"","","",MX,SANTANDER,"",018005010000,""
540168,MASTERCARD,"","","",US,CHASE,"",8005243880,""
454313,VISA,"","","",GB,NATIONWIDE BUILDING SOCIETY,"",08457302010,""
429320,VISA,"","","",MY,HONG LEONG BANK BERHAD,"",60376268899,""
491284,VISA,"","","",MX,HSBC,"",8003969665,""
403490,VISA,"","","",US,PNC BANK N.A.,"",8772872654,""
411777,VISA,"","","",US,BANK OF AMERICA,"",8002884408,""
438595,VISA,"","","",MY,CITIBANK BERHAD,"",60323833623,""
426684,VISA,"","","",US,CHASE,"",8005243880,""
544064,MASTERCARD,"","","",MY,MBF CARD SERVICES SDN BHD,"",60321677600,""
438854,VISA,"","","",US,CHASE,"",8003385960,""
439186,VISA,"","","",MX,CREDOMATIC,"",8008472911,""
475056,VISA,"","","",US,CHASE,"",3309892169,""
481582,VISA,"","","",US,BANK OF AMERICA,"",8004321000,""
428332,VISA,"","","",MY,MAYBANK,"",60378443696,""
515601,MASTERCARD,"","","",BR,UNICRED,"","",""
498454,VISA,"","","",CR,BANCODECOSTARICA,"",50-6-2879100,""
442868,VISA,"","","",US,BECU,"",2064395700,""
517545,MASTERCARD,"","","",US,HUNTINGTON,"",8004802265,""
435545,VISA,"","","",US,REGIONS,"",8002958472,""
483314,VISA,"","","",US,CHASE,"",8009359935,""
400770,VISA,"","","",BR,CAIXA ECONOMICA FEDERAL,"",551132384455,""
524347,MASTERCARD,"","","",TR,AKBANK,"",902123359494,""
438421,VISA,"","","",MY,CITIBANK BERHAD,"",60323831010,""
412039,VISA,"","","",US,USAA,"",8005318722,""
548234,MASTERCARD,"","","",MX,BANAMEX,"",8002262639,""
473137,VISA,"","","",US,WASHINGTON TRUST BANK,"",8007884578,""
426414,VISA,"","","",US,FRANKLIN SAVINGS BANK,"",800-424-1990,""
453211,VISA,"","","",BR,BRADESCO,"",40020022,""
457070,VISA,"","","",MY,RHBBANK,"",60392068118,""
431307,VISA,"","","",US,BANK OF AMERICA,"",8002056247,""
545375,MASTERCARD,"","","",MX,SCOTIABANK INVERLAT,"",018007045900,""
371727,AMEX,"","","",US,AMERICAN EXPRESS,"",8005253355,""
435619,VISA,"","","",US,BANK OF AMERICA,"",8004321000,""
414170,VISA,"","","",MY,"","",622,""
402944,VISA,"","","",US,TD BANKNORTH,"",8887519000,""
376792,AMEX,"","","",US,AMERICAN EXPRESS,"",8005284800,""
522498,MASTERCARD,"","","",MX,BANCOMER,"",018005227267,""
440843,VISA,"","","",US,FIRST DAKOTA NATIONAL BANK,"",8004864712,""
543623,MASTERCARD,"","","",MY,UNITED OVERSEAS BANK (MALAYSIA) BERHAD,"",60326123333,""
474477,VISA,"","","",US,"BANK OF AMERICA, NATIONAL ASSOCIATION","",8004321000,""
405610,VISA,"","","",US,TRULIANT FEDERAL CREDIT UNION,"",8008220382,""
550201,MASTERCARD,"","","",AU,CITIBANK,"",61282250620,""
428575,VISA,"","","",,,"",,""
549001,MASTERCARD,"","","",DE,SPARKASSE,"",49116116,""
442787,VISA,"","","",US,CITIZENS,"",8009229999,""
558158,MASTERCARD,"","","",US,PAYPAL,"",8668886080,""
473703,VISA,"","","",US,WELLS FARGO,"",8008693557,""
514138,MASTERCARD,"","","",US,POPULAR COMMUNITY,"",8003770800,""
401178,VISA,"","","",BR,BANCO DO BRASIL,"",800-657-6366,""
434254,VISA,"","","",US,BEST,"",7703341558,""
414170,VISA,"","","",MY,"","",622,""
455357,VISA,"","","",MY,PUBLIC BANK BERHAD,"",0321768000,""
486830,VISA,"","","",US,WELLS FARGO,"",8008693557,""
518767,MASTERCARD,"","","",BR,CAIXA ECONOMICA FEDERAL,"",08007284425,""
438421,VISA,"","","",MY,CITIBANK BERHAD,"",60323831010,""
414734,VISA,"","","",US,BANK OF AMERICA,"",8005527302,""
544602,MASTERCARD,"","","",US,PEOPLES BANK,"",8008940300,""
546064,MASTERCARD,"","","",US,CAPITAL ONE,"",8006552265,""
404360,VISA,"","","",MX,INBURSA,"",52,""
498408,VISA,"","","",BR,BANCO DO BRASIL S.A.,"",08007026600,""
457066,VISA,"","","",MY,RHB BANK BERHAD,"",1300888080,""
435544,VISA,"","","",US,REGIONS,"",8002958472,""
542418,MASTERCARD,"","","",US,CITI,"",8009505114,""
547046,MASTERCARD,"","","",MX,SANTANDER,"",8003077309,""
438675,VISA,"","","",MY,HSBC BANK MALAYSIA BERHAD,"",60383215201,""
516693,MASTERCARD,"","","",US,GATE CITY,"",8004233344,""
495083,VISA,"","","",CH,CORNER BANCA S.A.,"",41848267637,""
429755,VISA,"","","",MY,STANDARD CHARTERED,"",60377189999,""
426684,VISA,"","","",US,CHASE,"",8005243880,""
546540,MASTERCARD,"","","",US,SUNTRUST,"",8007868787,""
414170,VISA,"","","",MY,"","",622,""
454075,VISA,"","","",AR,BBVA FRANCES,"",541143793333,""
427178,VISA,"","","",US,REGIONS BANK,"",8002958472,""
434256,VISA,"","","",US,WELLS FARGO,"",8008693557,""
517545,MASTERCARD,"","","",US,HUNTINGTON,"",8004802265,""
458587,VISA,"","","",NG,STANDARD CHARTERED,"",23412704611,""
413571,VISA,"","","",US,BANK OF AMERICA,"",8882874637,""
423910,VISA,"","","",US,ARVEST BANK,"",8776182548,""
435140,VISA,"","","",US,BB&T,"",8002265228,""
531831,MASTERCARD,"","","",IN,HDFC,"",9128561818,""
372559,AMEX,"","","",US,AMERICAN EXPRESS,"",8005284800,""
542800,MASTERCARD,"","","",,,"",,""
528851,MASTERCARD,"","","",MX,BANAMEX,"",8663704063,""
490733,VISA,"","","",TH,SIAM COMMERCIAL,"",027777777,""
405433,VISA,"","","",SA,AL RAJHI,"",966920003344,""
453928,VISA,"","","",QA,HSBC,"",97444424722,""
541726,MASTERCARD,"","","",MY,CIMB,"",603 6204 7878,""
547046,MASTERCARD,"","","",MX,SANTANDER,"",8003077309,""
402360,VISA,"","","",IT,POSTE ITALIANE S.P.A. (BANCA POSTA),"","",""
544883,MASTERCARD,"","","",BR,ITAU,"",40040001,""
513659,MASTERCARD,"","","",CH,GE MONEY,"",41444394020,""
544928,MASTERCARD,"","","",US,KEYBANK NATIONAL ASSOCIATION,"",8005392968,""
401723,VISA,"","","",US,GROW FINANCIAL FEDERAL CREDIT UNION,"",8002999842,""
446291,VISA,"","","",GB,HALIFAX,"",08457203040,""
527518,MASTERCARD,"","","",US,BANK OF AMERICA,"",8004321000,""
464880,VISA,"","","",US,"BANK OF AMERICA, NATIONAL ASSOCIATION","",8882874637,""
523762,MASTERCARD,"","","",US,EDWARD JONES,"",8668746711,""
543311,MASTERCARD,"","","",MY,CITIBANK BERHAD,"",60323833623,""
518337,MASTERCARD,"","","",US,CHASE,"",8009452000,""
526219,MASTERCARD,"","","",US,"CITIBANK SOUTH DAKOTA, N.A.","",8006273999,""
517805,MASTERCARD,"","","",US,CAPITAL ONE BANK,"",8009033637,""
425981,VISA,"","","",MX,IXE BANCO S.A.,"",8003969665,""
414720,VISA,"","","",US,CHASE,"",8005243880,""
412800,VISA,"","","",US,CITI,"",8009505114,""
601100,DISCOVER,"","","",US,DISCOVER,"",8003472683,""
467010,VISA,"","","",US,NATIONSBANK OF DELAWARE N.A.,"",8669025860,""
520694,MASTERCARD,"","","",MX,BANAMEX,"",8007278490,""
547046,MASTERCARD,"","","",MX,SANTANDER,"",8003077309,""
528715,MASTERCARD,"","","",US,CHASE,"",8009359935,""
454313,VISA,"","","",GB,NATIONWIDE BUILDING SOCIETY,"",08457302010,""
521991,MASTERCARD,"","","",US,FIRST INTERSTATE,"",8004723272,""
422100,VISA,"","","",BR,ITAU,"","",""
443044,VISA,"","","",US,PNCBANK,"",8887622265,""
426684,VISA,"","","",US,CHASE,"",8005243880,""
429320,VISA,"","","",MY,HONG LEONG BANK BERHAD,"",60376268899,""
477213,VISA,"","","",MX,BBVA BANCOMER,"","",""
549191,MASTERCARD,"","","",CA,BANK OF AMERICA,"",8888766262,""
403121,VISA,"","","",US,BANK INDEPENDENT,"",8778655050,""
449465,VISA,"","","",US,GOLDEN 1,"",8774653361,""
377232,AMEX,"","","",US,AMERICAN EXPRESS,"",8002971000,""
450979,VISA,"","","",AR,SANTANDER RIO,"",541143793434,""
473702,VISA,"","","",US,WELLS FARGO,"",8008693557,""
520953,MASTERCARD,"","","",NL,RABOBANK,"",31887226777,""
498401,VISA,"","","",BR,BANCO DO BRASIL S.A.,"",8003969665,""
484810,VISA,"","","",MY,PUBLIC,"",0321768000,""
510147,MASTERCARD,"","","",BR,BRADESCO,"",(349) 15965202,""
459914,VISA,"","","",MY,UNITED OVERSEAS BANK (MALAYSIA) BHD,"",60326128121,""
480207,VISA,"","","",US,U.S. BANK NATIONAL ASSOCIATION,"",8006733555,""
484810,VISA,"","","",MY,PUBLIC,"",0321768000,""
491283,VISA,"","","",MX,HSBC,"",525557213390,""
453226,VISA,"","","",,,"",,""
455187,VISA,"","","",BR,BRADESCO,"",8008472911,""
474477,VISA,"","","",US,"BANK OF AMERICA, NATIONAL ASSOCIATION","",8004321000,""
541660,MASTERCARD,"","","",US,BANK OF AMERICA,"",8004321000,""
492167,VISA,"","","",ES,KUTXABANK,"",901335566,""
410368,VISA,"","","",AT,RAIFFEISENBANK,"",431717010,""
549186,MASTERCARD,"","","",MY,MAYBANK,"",1300886688,""
524886,MASTERCARD,"","","",NL,"","",31582126000,""
426428,VISA,"","","",US,BANK OF AMERICA,"",8004212110,""
552305,MASTERCARD,"","","",BR,BRADESCO,"",40020022,""
463572,VISA,"","","",US,"BANK OF AMERICA, NATIONAL ASSOCIATION","",8882874637,""
446351,VISA,"","","",MX,IBI SERVICES S. DE R.L.,"",4773478834,""
493103,VISA,"","","",BR,BRADESCO,"",40020022,""
411773,VISA,"","","",US,BANK OF AMERICA,"",8004321000,""
411774,VISA,"","","",US,BANK OF AMERICA,"",8004321000,""
455255,VISA,"","","",MX,BANAMEX,"",8002262639,""
435237,VISA,"","","",US,TARGET NATIONAL,"",8887555856,""
407871,VISA,"","","",US,BANK OF AMERICA,"",8005831820,""
514149,MASTERCARD,"","","",US,THIRD FEDERAL,"",8778965657,""
543957,MASTERCARD,"","","",US,OHIO VALLEY,"",8662225704,""
401684,VISA,"","","",BR,SAFRA,"",551140014460,""
516746,MASTERCARD,"","","",GE,BANK OF GEORGIA,"",995322444444,""
521333,MASTERCARD,"","","",US,SYNCHRONY,"",8662200254,""
558967,MASTERCARD,"","","",US,CHASE,"",8009452028,""
431307,VISA,"","","",US,BANK OF AMERICA,"",8002056247,""
546632,MASTERCARD,"","","",US,BANK OF AMERICA,"",8002506628,""
406095,VISA,"","","",US,NAVY FEDERAL CREDIT UNION,"",8888426328,""
414711,VISA,"","","",US,CITI,"",8887662484,""
434258,VISA,"","","",US,WELLSFARGO,"",8008693557,""
411399,VISA,"","","",US,GREATER  ABBEVILLE FEDERAL CREDIT UNION,"","",""
557127,MASTERCARD,"","","",US,CITIBANK,"",8775280990,""
495083,VISA,"","","",CH,CORNER BANCA S.A.,"",41848267637,""
376790,AMEX,"","","",US,AMERICAN EXPRESS,"",8005253355,""
457037,VISA,"","","",DE,DZ BANK AG,"",43668,""
531414,MASTERCARD,"","","",IT,BANCA MARCHE,"","",""
